"Status","Address","ML_Number","Address - City","Listing Date","DOM","Address - ZIP","Listing Price","Orig List Price","Bedrooms","Bathrooms","Square Footage","Year Built","Price_Per_Square_Foot","Lot Size - Sq Ft","Marketing Remarks","IDX","Publish to Internet","Listing Agent Name","Listing Agent Phone 1","Agent Email Address","Listing Office Name","Association","Street Full Address","Address - Street Number","Address - Street Name","Address - Street Suffix","Address - State","Area","District","Selling_Price_Per_Sqft","SP%LP","Status Date","Type","Construction","Zoning"
"A","4435 Sierra Del Sol, Paradise, CA 95969","499370","Paradise","06/08/20","133","95969","595000.00","625000.00","5","4","3382","2005","175.93","13068","Custom designed 5 bedroom 4 baths home with charming architectural details. Upon entry you are greeted by a marble entry way. Your home is surrounded by windows to provide natural light throughout the day and two fireplaces to keep you warm and cozy at night, beautiful hardwood like flooring, plush carpeting and custom blinds. Create wonderful recipes in your open kitchen with granite counter tops, large pantry and custom cabinets with pull-outs. Spacious master bedroom has separate entry on to the deck for magnificent views of the valley, large Travertine master bath with jetted tub, separate Travertine shower with dual shower heads. Trex deck covered patio, while you enjoy the views. Extensive landscaping space surrounds the home to build as you desire. Beautiful low maintenance garden in the front, with blooming flower most of the year and a mature lemon tree. Oversized 3 car garage.  Separate large Full 1 bedroom on the lower level which has which has a large kitchenette.","Y","1","Zen Bunchien","628-777-4345","zenbunchien@gmail.com","Century 21 Realty Alliance Fine Homes and Estates","MLS","4435 Sierra Del Sol, Paradise, CA 95969","4435","Sierra Del Sol","","CA","23010","23","","","06/10/20","DETC,2STR,3STR","WDFR",""
"A","62 Court St, Weaverville, CA 96093","499488","Weaverville","06/09/20","134","96093","750000.00","750000.00","4","4","3264","1897","229.78","","Enjoy the elegance of this custom 2,864 sf Victorian home, with so many fine touches you will simply be amazed! When you enter the home, you are delighted with a formal entry from a day gone by but with updated finishes. You are also flattered with a formal living room, library & formal dining room, all with custom chandeliers & new plantation shutters which allow warm light into the main floor. Honoring the parents with the master suite on the main level, featuring a walk-in closet & dressing area. Kitchen is large with plenty of counter space & cabinetry.  Laundry room is a separate room off the kitchen. Leading upstairs you will find an additional master suite & 2 spacious bedrooms with a large jack & jill bathroom. This property also features a carriage house that has a full bathroom as well. The luscious landscaping in the front and back yards makes for magnificent outdoor entertaining areas. There is a detached, extra long 2 car garage that is connected to the carriage house.","N","1","Shannon Aikins","530-524-2479","saikins@copper.net","Big Valley Properties","BERD","62 Court St, Weaverville, CA 96093","62","Court","St","CA","64010","64","","","06/09/20","DETC","WDFR",""
"A","338 Duncan St, San Francisco, CA 94131","499552","San Francisco","06/10/20","125","94131","4695000.00","4895000.00","5","5","3578","1900","1312.19","2387","$200,000 PRICE REDUCTION! This classic Victorian has been completely modernized, incorporating large open entertaining spaces, multiple outdoor areas and bespoke finishes. 338 Duncan features 5BD, 4 full & 2-half BA, an elevator, media room, family room, radiant heating, integrated speakers, 2 expansive balconies, a roof deck & a multi-level backyard. The main level features a large open space w/10-ft ceilings, ensuite bedroom, 1/2 BA & large living/dining area leading into a custom eat-in kitchen w/ backyard access. The upper level consist of 3bd/2ba & large balcony.  The lower level features a media room, family room, bedroom w/direct street access & 1.5 BA. The entertaining space leads out to the two-level backyard w/ built-in BBQ station. The lower level also incl. a laundry room & garage. A large roof deck crowns the home with built-in BBQ, water & gas lines, and unobstructed neighborhood views.  Located on a quiet and walkable street near shops and J-Church LRT line.","Y","1","Justin Goldberg","415-533-9202","justin.goldberg@compass.com","Compass","MLS","338 Duncan St, San Francisco, CA 94131","338","Duncan","St","CA","5030","5","","","06/18/20","","WDFR",""
"A","530 24th Ave, San Francisco, CA 94121","499369","San Francisco","05/13/20","135","94121","2195000.00","2350000.00","3","2.50","2327","1916","943.27","3000","Beautiful Edwardian style home with a large backyard in the Central Richmond! On the main level is the formal living room with fireplace, which opens immediately to the large, formal dining room with custom built in cabinetry. Off the dining room is the chef-style kitchen with stainless steel appliances, gas cook top and informal dining space. Adjacent to the kitchen is a half bathroom, family room and direct access to the backyard. On the upper level is the primary bedroom with dual walk-in closets, a second bedroom, office / nursery and bathroom with separate shower and soaking tub. On the lower level is a separate unpermitted guest suite with full bathroom, private deck and direct access to the backyard. Also on the lower level is the laundry area and large garage. Located in the Central Richmond, the property provides immediate access to Golden Gate Park, Baker Beach, the Presidio and so much more!","Y","1","Nick Cooper","415-345-3000","nicholascooper@gmail.com","Compass","MLS","530 24th Ave, San Francisco, CA 94121","530","24th","Ave","CA","1010","1","","","06/08/20","","",""
"A","2322 Leavenworth St, San Francisco, CA 94133","499575","San Francisco","06/03/20","102","94133","2589000.00","2875000.00","3","1","1570","1913","1649.04","1408","Price reduced!  Let's get this Castle sold!   Urban Dwellers Rejoice! Lived in by the same family for over 50 years, this is a once in a lifetime opportunity to take this blank slate to a new level.  The home is located in Castle Court; an unusual and sophisticated complex of 15 homes perched high on a hidden promontory, configured in a U-Shape, around a shared landscaped court oriented toward Alcatraz and the Bay.  Several neighbors have developed wonderful roof decks to take advantage of the views and create some private outdoor space.  2322 has astonishing birds-eye views of Alcatraz to the front and downtown at the rear, enjoyed by both residents and the wild parrots.  Interesting that you can be at the center of activity and feel so remote.  You'll never be bored in Old San Francisco', being centrally located to North Beach, Russian Hill, Nob Hill, the Marina and Union Street. Multiple shopping, food options, parks and a cable car line are near by.","Y","1","Eric Castongia","415-307-1700","Eric@SFHotBuy.com","Corcoran Global Living","MLS","2322 Leavenworth St, San Francisco, CA 94133","2322","Leavenworth","St","CA","8050","8","","","07/11/20","3STR","WDFR",""
"A","2 Sumner St, San Francisco, CA 94103","499733","San Francisco","06/12/20","131","94103","1995000.00","1995000.00","3","2.50","2539","1916","785.74","1450","SUMNER STUDIOS:One of the most unique and flexible homes in SoMa. The Ultimate HYBRID: Not a warehouse. Not a loft. Located just around the corner from Vive la Tart, Harvest Market, coffee bars and everything tech. Upper flat is flooded with light and has 3 beds plus office, walk out deck and many skylights. Quiet and serene. Downstairs has a separate entrance and a large, windowed flex space/art studio/workshop with 13' ceilings. The roll up door allows for garage use. Large soundproof music studio plus office/sound booth. Washer/ Dryer plus half bath and lots of storage. Ideal location near dedicated bike lanes on Folsom and Howards Streets. Close to all public transit. Perfect SoMa home, artist atelier or home business.","Y","1","Don W DeFranco","415-722-7259","dondefranco@gmail.com","Sotheby's International Realty","MLS","2 Sumner St, San Francisco, CA 94103","2","Sumner","St","CA","9050","9","","","06/12/20","2STR","WDFR",""
"A","77 Central Ave, Sausalito, CA 94965-2311","499766","Sausalito","06/12/20","130","94965","3999000.00","4498000.00","4","4","3615","1900","1106.22","8586","Huge Price Reduction!! Imagine Your New Life nestled in the Sausalito Hills: a home office area spanning the views of SF skyline and nightly Salesforce Tower light shows, having calming bay water waves keeping you balanced. Master suite w/ mesmerizing views, incredible spa-like bath & spacious closets. Your family & friends loving the formal living, dining, family & game rooms and outdoor dining, multiple fruit trees in a beautifully landscaped garden. State of the art Wine Room w/ stunning stained glass doors & custom build cabinet with its own secret (ask us!). Most magnificent View properties of the SF Bay. Extensively renovated Victorian on a very rare large street-to-street lot w/ views of the SF Skyline, Bay Bridge and Bay; 3+car private parking. 3 floors offer an abundance of natural light & an amazing mix of tastefully preserved original detail with contemporary upgrades, gourmet kitchen w/ a large breakfast area, laundry rm, storage areas plus free standing storage structure","Y","1","Annette M Liberty","415-407-3667","annette.liberty@cbnorcal.com","Coldwell Banker Realty","MLS","77 Central Ave, Sausalito, CA 94965-2311","77","Central","Ave","CA","14100","14","","","06/13/20","DETC,3STR","",""
"A","180 Palo Alto Ave, San Francisco, CA 94114","497498","San Francisco","04/15/20","103","94114","5995000.00","4898000.00","6","3.50","3827","1958","1566.50","3998","This iconic Clarendon Heights custom midcentury home, surrounded by natural open spaces, enjoys breathtaking panoramic views of the city & bay from the highest residential street in SF. A mesmerizing panorama from the Golden Gate to downtown is ever changing and dynamic. The original design, by well-known modernist architects Campbell & Wong, features a double garage at the uphill street level as a screen for the house, a planted, canopied and terraced entrance alongside a large center courtyard with the house at the rear of the downhill side, facing the spectacular view. Entry to the residence is on the middle level which includes open living and dining rooms with sweeping views, kitchen and family room turned to the south courtyard. 5 bedrooms are upstairs and the 2 larger rooms, their wide deck running the width of the building, capture grand vistas. 3 family bedrooms + deck overlook the sunny private inner garden. Downstairs, a spacious rumpus room/suite also includes bay views.","Y","1","Dona Crowder","415-310-5933","dona.crowder@cbnorcal.com","Coldwell Banker Realty","MLS","180 Palo Alto Ave, San Francisco, CA 94114","180","Palo Alto","Ave","CA","5080","5","","","07/09/20","3STR","WDFR","RH1D"
"A","701 Buena Vista Ave, San Francisco, CA 94117","499779","San Francisco","05/05/20","128","94117","6695000.00","7000000.00","5","3.50","4525","1913","1479.56","","This majestic home strikes the perfect balance between old world elegance and modern living.  With breathtaking views from three levels and a glorious panoramic view pentroom, this home offers perfect scale, grand arched windows, graceful detailing and abundance of natural light. A chef's kitchen with a marble-topped center island and banquette invite casual gatherings. From the kitchen is both a lovely west facing deck and adjoining family room. A grand entry, formal living and dining rooms, and powder room complete the first level. The second level includes a huge master bedroom with beautiful outlooks of Buena Vista Park, two additional well-proportioned view bedrooms and bathroom, plus a nursery/office. Adjoining the beautiful sunny garden, the lower level has a second family room, two large bedrooms, a full bathroom, laundry room and ample storage. A sophisticated technology and security system, one car garage plus additional parking in the driveway complete this incredible home.","Y","1","Tania Toubba","415-902-2702","tania.toubba@sothebyshomes.com","Sotheby's International Realty","MLS","701 Buena Vista Ave, San Francisco, CA 94117","701","Buena Vista","Ave","CA","5060","5","","","06/15/20","DETC,4STR","",""
"A","21048 Bank Mill Rd, Saratoga, CA 95070","499820","Saratoga","06/14/20","36","95070","3999888.00","3999888.00","5","4","3855","1977","1037.58","43216","Available soon is this truly unique Silicone Valley home incorporating exclusivity and grandeur in historic Saratoga Ca. A resort-like estate, surrounded by hills, majestic forrest, and green space - yet mere minutes walk to charming Saratoga Village conveniences and fine restaurants.   A truly stunning and private retreat with sophisticated updates and amenities, masterful workmanship, materials, fixtures and finishes.   Outstanding features include a great room attached to the formal dining room, and both joined by a great deck overseeing a grand yard with private tennis court, swimming pool, and full size volleyball court. Saratoga is a beautiful and highly desirable residential community with a small town feel, high performing public schools, fine dining, distinctive shops, and cultural centers - all within minutes of Silicon Valley's most well know corporate headquarters, including Netflix, Apple, EBay, and more!","Y","1","Fabrizio D'Angelo","415-660-9955","fdangelo555@gmail.com","Compass","MLS","21048 Bank Mill Rd, Saratoga, CA 95070","21048","Bank Mill","Rd","CA","20130","20","","","09/15/20","3STR,SPLT","WDFR","RH2"
"A","143 Galewood Cir, San Francisco, CA 94131","499861","San Francisco","06/15/20","114","94131","1598000.00","1748000.00","4","3.50","2383","1979","670.58","1577","Back on the market at no fault of the property. Price Reduced! You will enjoy this spacious single family home which has been meticulously updated and maintained. Highlights include new 2 1/4-inch Red Oak hardwood flooring (w/4-inch baseboard), recessed lighting, an updated kitchen with Quartz counters, a backsplash, and high-end SS appliances. The second story has vaulted ceilings in each of the 3 bedrooms, all new solid interior doors with Emtek hardware and beautiful Designer contemporary lighting throughout. This is a large property, spread over 3 levels, boasting 3 large Bedrooms plus a Bonus room (Perfect for guests) and 3 1/2 bathrooms. You will appreciate the spacious Master Bedroom Suite complete with a vaulted ceiling, two walk-in closets with custom organizers, serene wooded views, a newly renovated bathroom, and access to a storage area in the attic. You will love the 2 car, side by side garage with an epoxy coating on the floor and additional stora","Y","1","Subhi Barakat","415-533-4600","subhi@subhibarakat.com","Compass","MLS","143 Galewood Cir, San Francisco, CA 94131","143","Galewood","Cir","CA","4040","4","","","06/29/20","","WDFR",""
"A","2851 25th St, San Francisco, CA 94110","498695","San Francisco","06/17/20","125","94110","1695000.00","1895000.00","3","1.50","1860","1929","911.29","1625","NEW PRICE! $200K Price Reduction! Built in 1929, 2851 25th Street is located in the sunny and warm Inner Mission. This light-filled 3 bedroom, 1.5 bathroom single family home complete with period details throughout, w/ 2 car tandem garage parking & front/rear landscaped backyard. The kitchen features an updated eat-in kitchen with a center island, granite countertops, subway tiled backsplash and stainless steel appliances.  The main level features a spacious living room with fireplace and built-in cabinetry, formal dining room, separate study with built-ins and updated half bathroom . The upper level features three bedrooms and an updated bathroom. The lower level garage level has direct access to the back garden. This home has a large two car tandem garage w/ ample storage, washer & dryer and expansion potential downstairs. 2851 25th Street is at the apex of the Inner Mission, w/ a wide variety of restaurants, bars, cafes, 24th St. shopping, BART, freeway access and tech shuttles.","Y","1","Tanya S Dzhibrailova","415-531-6779","tanya@propertiesbytanya.com","Corcoran Global Living","MLS","2851 25th St, San Francisco, CA 94110","2851","25th","St","CA","9020","9","","","06/18/20","2STR","WDFR","RH2"
"A","1279 Orion Ct, Merced, CA 95348","500069","Merced","06/18/20","125","95348","449000.00","449000.00","6","4","3372","2006","133.16","5275","Located in a quiet, tightly held cul-de-sac in North Merced. This spacious two-level, 6 bedrooms, 4 full bathrooms plus an office room, 3,372 sqft home has character. Quiet and filled with natural light, formal and informal living areas, it will breeze entertaining family and guests. The kitchen has granite countertops, and stainless steel appliances including a gas cooktop, dishwasher and built-in microwave, kitchen island with sink, breakfast bar, and ample cabinet storage. High ceilings are a prominent feature throughout the home, ceiling fans throughout for summer comfort, fully tiled family bathroom with combined bath and shower, upstairs laundry room with cabinets, sink and tile countertops, carpet flooring in all bedrooms, two walk-in closets, two-car garage, tile roof. Settle into this well-maintained home and start enjoying your experience today.","Y","1","Randy S Hayer","209-765-3767","myagentrandy@gmail.com","Realty Executives of Merced","SACM","1279 Orion Ct, Merced, CA 95348","1279","Orion","Ct","CA","41010","41","","","06/18/20","2STR","WDFR",""
"A","46 Cook, San Francisco, CA 94118","500079","San Francisco","06/16/20","125","94118","2499000.00","2790000.00","4","3","3216","1900","777.05","3027","46 Cook is a beautifully reimagined Victorian masterpiece. This bright and spacious home is a blend of elegant period details and modern-day design, detailed with the highest quality finishes,designer fixtures and functional floor plan. At center stage, grand skylights shine a natural spotlight on this open concept living/dining/chef's kitchen entertainers dream. French doors open to a large backyard. The first level also includes a chic office/study with exquisite custom wallpaper,as well as two good-sized bedrooms off the main hallway, one with a large walk-in closet and en suite that doubles as a second master.Downstairs, enjoy the grand master suite that boasts a massive walk-in closet and spa-like bathroom, bonus room/den/office, over-sized family room,and a private outdoor mediation/reading area. Walking distance to the coveted Laurel Village, for shopping, dining and so much more.","Y","1","Michelle K Pender","415-283-6983","michelle.pender@compass.com","Compass SF","MLS","46 Cook, San Francisco, CA 94118","46","Cook","","CA","1030","1","","","06/18/20","","","RH1"
"A","22 Shorebreeze Ct, East Palo Alto, CA 94303","500087","East Palo Alto","06/17/20","124","94303","1799000.00","1799000.00","4","2.50","2350","2003","765.53","5290","Nestled in a beautiful and rare tree-lined neighborhood, this capacious home was built in 2003 and consists of 4 bedrooms and 2.5 bathrooms.  With over 2,350sf of interior space and a sizable lot of nearly 5,300sf, this house presents grandeur and practical usability.  Tall ceilings and large windows provide a voluminous feel and ample natural light. Open floor plan is designed to have a natural flow throughout the home and maximized enjoyment of the space. The foyer leads into the living room, which shares a wall with a formal dining room and an open kitchen. A gas fireplace in the dining room adds warmth to the ambience and the garden door provides for a great indoor-outdoor living experience. The main floor has an interior access to the 2-car garage, a walk-in pantry and a powder room. Second floor consists of 4 bedrooms, 2 bathrooms and laundry room. The oversized master bedroom includes a large en-suite bathroom with walk-in closet.","Y","1","ILYA TSAY","415-872-2222","ilya@ilyatsay.com","Vanguard Properties","MLS","22 Shorebreeze Ct, East Palo Alto, CA 94303","22","Shorebreeze","Ct","CA","13110","13","","","06/19/20","DETC,2STR","",""
"A","14801 York Rd, Montague, CA 96064-9206","499641","Montague","05/31/20","124","96064","599000.00","599000.00","1","2","13939200","2005","0.04","320.0000","Off grid living at its best! 320 mostly hilly acres with thousands of trees for privacy and panoramic views of Mt. Shasta and the vast Shasta Valley. Ride or hike on your own private trails or in the nearby Klamath National Forest. Horse facilities include 24'x48' barn with horse-safe metal-faced panel construction, tack room, covered tackup area and hay storage, plus paddocks, round pen and full size dressage arena. Primary 2x6 framed house has 1 bedroom, 2 baths, with open great room layout and Energy Star certificate. Second building has 2x6 construction, studio, bedroom, full bath, 10' ceilings. The 2 buildings enclose about 2600 sq ft of insulated finished space including 2 car garage area. Electric power provided by 4kW solar array charging maintenance free lithium battery bank (new 2020), plenty of power for large fridge, freezer, power tools, etc.; plus separate solar array for well pump. Mature plantings include dozens of fruit trees, table grapes, and compost-rich gardens.","Y","1","Ralph E Hammer Jr","530-887-2317","LifestyleHomes@att.net","Lifestyle Real Estate Co.","SACM","14801 York Rd, Montague, CA 96064-9206","14801","York","Rd","CA","60010","60","","","06/19/20","","WDFR","OTHR"
"A","1474 Grand View Dr, Berkeley, CA 94705","499693","Berkeley","05/26/20","121","94705","2398000.00","2498000.00","4","3.50","4436","1997","540.58","9514","Almost a quarter acre of property and over 4,000 sq ft of interior living space in this oasis estate located in the hills of Berkeley. Enjoy views of the bay and the San Francisco Cityscape from your living room or watch the sunset behind the hills from the balcony. Aside from the views, this property boasts 4bd/3.5ba and 10 rooms in total, gourmet kitchen with luxury appliances, grand master with spa-like bathroom and gas fireplace, a spacious office, and charming outdoor areas. This is truly a must see.","Y","1","Neil Canlas","415-527-7070","neil@thecanlasbrothers.com","JSL Realty, Inc.","MLS","1474 Grand View Dr, Berkeley, CA 94705","1474","Grand View","Dr","CA","19020","19","","","06/22/20","DETC,3STR","",""
"A","3020 Scott St, San Francisco, CA 94123","500137","San Francisco","06/22/20","98","94123","3680000.00","3980000.00","3","3.50","2400","1900","1533.33","1716","Perfectly positioned in the heart of Cow Hollow, 3020 Scott St features soaring 10ft ceilings, beautiful hardwood floors throughout, and large windows flooding the rooms with natural light. The gracious living room, centered around a wood-burning fireplace, is the perfect place to entertain and seamlessly flows into the kitchen through a set of french doors. The kitchen has been thoughtfully renovated with timeless finishes including shaker cabinetry, marble counters, a porcelain farm sink, and stainless steel appliances including a 6-burner Viking gas range. Adjacent is the dining area, overlooking the sunny garden below. The top floor of the home hosts three bedrooms and two baths, including the master suite. The master suite enjoys a wall of closets, incredible 10'6'' ceilings, and a stunning en-suite bathroom. The lowest level includes a family room, remodeled bath, and interior access from the garage. Ideally located near the restaurants and shops along Chestnut/Union St.","Y","1","Neill Bassi","415-296-2233","nb@neillbassi.com","Sotheby's International Realty","MLS","3020 Scott St, San Francisco, CA 94123","3020","Scott","St","CA","7040","7","","","06/22/20","3STR","",""
"A","1870 Laurel, Concord, CA 94521","500248","Concord","06/22/20","121","94521","1387000.00","1248000.00","4","3","3000","2014","462.33","18600","1 story contemporary ranch home on a huge lot, tucked away at the end of a private cul-de-sac.  A perfect blend of elegance and functional living space.    Built in 2015 as the model home with 4 bedrooms, 3 bathrooms, and 3-car garage.  Spacious kitchen  w high quality stainless-steel appliances, granite countertops, and custom fixtures.   master suite with shower and large soaking tub.  Crown molding in the formal dining room and hardwood floors. 2 tone paint. sensor light    Large backyard w winding stone pathways & manicured gardens,2 covered patio and seating area , perfect for entertaining.  This gorgeous modern home features energy efficient LED lighting throughout, tankless water heater.  Located in a friendly neighborhood with lots of sunlight. plenty of cabinets for storage & large pantry.  3K SQFT w 18K SQFT lot.  space for RV parking  /pool/ Adu .","Y","1","Amy Wei","510-828-7850","amywei28@gmail.com","Sunshine Realty & Investments","CCRD","1870 Laurel, Concord, CA 94521","1870","Laurel","","CA","18030","18","","","06/22/20","DETC,1STR","",""
"A","8479 Hammonton Smartville Rd, Smartsville, CA 95977","500274","Smartsville","06/22/20","120","95977","629000.00","639000.00","3","2","2154","1952","292.01","23.0500","In Smartsville, we have a different way to social distance! The neighborhood is friendly but the land is private and you can be as social (or NOT) as you choose! Like this gently sprawling 23 acre ranch with exceptional potential as a family compound, horse ranch or vineyard!The land is gated and fenced and splittable to 5 ac parcels.Solar array covers nearly 100% of the electric bill! The 400 SF bonus room with its own exterior access provides potential as guest quarters or home based business.Large living room and formal dining area overlook the serene pastoral views.The kitchen is completely remodeled and includes granite counters, stainless steel appliances and custom cabinetry.The master is well appointed and Master bath includes dual vanities,walk-in shower and walk-in closet.Secondary bedrooms are on the other side of the home for ultimate privacy!Large covered deck spans the entire rear of the home.The 3 car garage is enormous w//professional grade built in cabinetry.","Y","0","Edith K Heaney","530-913-0150","emiller@interonc.com","Intero Real Estate","SACM","8479 Hammonton Smartville Rd, Smartsville, CA 95977","8479","Hammonton Smartville","Rd","CA","69010","69","","","06/22/20","DETC,1STR","WDFR","OTHR"
"A","2 De Witt Dr, Ross, CA 94957","497974","Ross","06/16/20","89","94957","18800000.00","18800000.00","6","10","11274","1998","1667.55","83700","Welcome to Villa La Sosta, a breathtaking gated estate, that embodies resort style living at its finest. This home boasts impeccable European design and meticulous details throughout. This residence is nestled perfectly behind a majestic gate on two acres of land in the serene and coveted enclave of Ross, California - half way between San Francisco and Wine Country. The walls and ceilings exhibit fine art portrayed as murals, taking artists years to master. If you'd prefer a more modern look, the murals are removable. The compound doubles as a quintessential, exquisite oasis and entertainer's dream home. Entertain in style with a gracious living level, kitchen, and multiple fine living areas that open to the expansive verandas which overlook the pool and stunning, sprawling gardens. With a bocce ball court, tennis courts, a jogging path and a four-car garage, with extra guest parking - there is something for every enthusiast. Moments to parks, shops, restaurants, and schools.","Y","0","Rachel Swann","415-225-7743","Rachel.Swann@Compass.com","Compass","MLS","2 De Witt Dr, Ross, CA 94957","2","De Witt","Dr","CA","14070","14","","","07/24/20","2STR","WDFR,STLF",""
"A","326 Brunswick St, San Francisco, CA 94112","499945","San Francisco","06/23/20","120","94112","1295000.00","1498000.00","4","3","","1942","0.00","","Extensively renovated detached 4 bedrooms 3 bath modern home w/ stunning city views & exceptional floorplan. Contemporary open kitchen w/ Woodland cabinetry, quartz counters, large island w/ under counter sliding microwave, skylight & new appliances. Beautiful bathroom design w/ deep soaking Duravit tub, marble shower & skylight. The top floor offers 2BR/2BA w/VIEWS. Perfect for inlaws/guests & perched on a hill, the legal lower flr offers 2BD/1BA, family room w/ wet bar & sliding doors to deck & in unit W/D. Enjoy a glass of wine or book on the deck while enjoying views of the city. Low maintenance backyard has turf & landscaping. This stylish home boasts new systems: new electrical, plumbing, water heater, furnace, upgraded electrical amps, new driveway concrete, drywall, wood garage door, hardwood floors, Milgard windows, Smart tech w/ Nest & Ring. Private home w/ no home directly across the street. 1 grg + additional pkg/storage. Close to Mission shops & restaurants, Safeway, Bart!","Y","1","Janice Lee","415-832-9151","JaniceFLee@gmail.com","Coldwell Banker Realty","MLS","326 Brunswick St, San Francisco, CA 94112","326","Brunswick","St","CA","10020","10","","","06/23/20","DETC,2STR","WDFR","RH1"
"A","18 Turtle Rock Ct, Tiburon, CA 94920","500184","Tiburon","05/23/20","119","94920","4500000.00","5250000.00","6","4.50","6035","1992","745.65","27129","Fresh Price! Situated on a picturesque cul-de-sac street in desirable Belvedere Tiburon, this light-filled, water view quintessential suburban oasis awaits! This magnificent, spacious six bedroom, four and a half bathroom home enjoys coveted views of the Bay and Mt.Tam.Indoor/outdoor living at its finest. The home includes a grand entryway, beautiful formal living and dining rooms, a highly sought after kitchen/family/breakfast room one-bedroom private in-law unit with private entrance, perfectly suitable for a nanny or guest suite. Playroom, outdoor decks and patios and four car garage.  With its close proximity to shops, restaurants, hiking trails,  transportation, including the ferry, and the 101 freeway, this home is truly a modern paradise!","Y","1","Monica M Pauli","415-902-9502","monica@compass.com","Compass","MLS","18 Turtle Rock Ct, Tiburon, CA 94920","18","Turtle Rock","Ct","CA","14010","14","","","06/24/20","3STR","",""
"A","16175 Holly Davo Pl, Grass Valley, CA 95945","500377","Grass Valley","05/22/20","145","95945","749000.00","779000.00","4","3","2626","1973","285.22","5","This is the perfect property for your family compound or retreat. This 5.27 acre property has it all. Nice home plus 3,300 sf of shop buildings situated on 2 acres plus the purchase price includes three adjacent 1.09 acre legal parcels that can be sold separately or used to expand your family compound. The 2 story home + full basement has 4 bedrooms, 2.5 baths, living room on the main floor, large family room & master suite upstairs that open to wrap around deck. The two shop buildings have a combined square footage of approximately 3,300 sf, cement floors, high ceilings & 3 phase power.","Y","1","Greg Ward","530-271-3850","gregward@network-realestate.com","Network Real Estate","SACM","16175 Holly Davo Pl, Grass Valley, CA 95945","16175","Holly Davo","Pl","CA","45010","45","","","05/29/20","DETC,2STR","WDFR",""
"A","1710 Diamond St, San Francisco, CA 94131","499638","San Francisco","06/08/20","119","94131","4498800.00","4498800.00","4","3.50","3645","2014","1234.24","2027","A must-see modern view residence located in the most sought-after Noe Valley neighborhood of SF. Magnificent views of the Bay and SF Downtown overlooking a greenbelt. Built in 2014, 3645 Sq. Ft. including 4 bedrooms (2 suites) plus 1 multi-purpose room, 3 full bathrooms plus 2 half baths, 1 private patio, 2 terraces, backyard and 2 car garage parking. Open plan Livingroom and Kitchen with soaring high ceiling, the central staircase is topped by an expansive skylight, Wide Plank French Oak flooring with Hydronic Radiant floor Heating throughout, High class kitchen appliances, well-designed bathroom facilities, thoughtful detailed exterior, gracious and warm interior, high-tech house controlling, and some other finishes including the gas fireplace, wine chiller, dumbwaiter, electric car charger, and water purifier. Plenty of parking spaces on the street. Walkable access to the surrounding acclaimed restaurants, shops, and parks. Easy access to 280.","Y","1","Fang Liu","415-430-8035","fangliu777@gmail.com","Century 21 Realty Alliance Fine Homes and Estates","MLS","1710 Diamond St, San Francisco, CA 94131","1710","Diamond","St","CA","5030","5","","","06/24/20","4STR","WDFR",""
"A","1670 Newcomb Ave, San Francisco, CA 94124","500532","San Francisco","06/26/20","117","94124","850000.00","850000.00","2","1","1041","1936","816.52","2495","Amazing opportunity for developers and contractors! This single-family home is R-2 zoning per tax records, and is situated between two income property buildings.  Subject has two bedrooms, living room, family room, washer and dryer hookups, and an updated kitchen with an eating area. There is potential to build a carport/garage in front of the property.","Y","1","Ulises Bello","415-587-4212 x40","lapa124@astound.net","Century 21 Baldini Realty","MLS","1670 Newcomb Ave, San Francisco, CA 94124","1670","Newcomb","Ave","CA","10010","10","","","06/26/20","1STR","",""
"A","8435 Highway 175, Hopland, CA 95449-9730","500542","Hopland","06/03/20","107","95449","885000.00","885000.00","3","2","1840","","480.98","1799899","Perched on a highly desired Mayacamas mountain at an elevation of 2518', this private and serene vineyard estate is situated on 41+ acres of a peaceful and serene setting with sweeping views of Mendocino County. This single level 1,840 square foot, 3 bed/2bath home was built in 2010 including radiant concrete flooring and floor to ceiling windows that capture the valley and mountain views from every angle.  Secluded from crowded cities, this one of a kind property features a gorgeous modern kitchen and a detached +/-400 sq ft loft bedroom including full bath and wraparound deck. The boutique Bordeaux vineyard is planted with 1,916 vines capable of producing cult quality fruit on its sunny mountain slope. Start your own potential wine business and entertain guests and friends right where you live! Enjoy outdoor activities in the area including golfing, camping, water sports, fishing, hiking, off road adventures,riding trails,horseback riding and wine tasting at dozens of local wineries.","Y","1","Monica C Yazbek","415-480-9424","monica.yazbek@evusa.com","Engel & Voelkers San Francisco","MLS","8435 Highway 175, Hopland, CA 95449-9730","8435","Highway 175","","CA","40010","40","","","07/06/20","1STR","WDFR","OTHR"
